Id Lon Lat heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
0 120.77560476610608 31.59167903738456 -0.99865561723709 0.18530611693859 10 3 0 0 2 1 3.00000000000000
1 120.77560781990650 31.59167514474387 -0.99791759252548 -0.00765857845545 10 3 0 0 2 1 3.00000000000000
2 120.77561085347884 31.59167136383898 -0.99691158533096 -0.00296652945690 10 3 0 0 2 1 3.00000000000000
3 120.77561402141775 31.59166743839764 -0.99580562114716 0.00074038113235 10 3 0 0 2 1 3.00000000000000
4 120.77561720361444 31.59166346434007 -0.99473059177399 0.00222042389214 10 3 0 0 2 1 3.00000000000000
5 120.77562029655347 31.59165962339515 -0.99456560611725 0.00115489691962 10 3 0 0 2 1 3.00000000000000
6 120.77562336134248 31.59165575934547 -0.99546563625336 0.00472330115736 10 3 0 0 2 1 3.00000000000000
7 120.77562635458011 31.59165190137992 -0.99832862615585 0.00820004101843 10 3 0 0 2 1 3.00000000000000
8 120.77562924794790 31.59164811237904 -1.00273156166077 0.00918052997440 10 3 0 0 2 1 3.00000000000000
9 120.77563228455446 31.59164405840326 -1.00877559185028 0.01434983592480 10 3 0 0 2 1 3.00000000000000
10 120.77563516227255 31.59164004038491 -1.01705658435822 0.01663028448820 10 3 0 0 2 1 3.00000000000000
11 120.77563801400488 31.59163589971315 -1.02830862998962 0.02372121252120 10 3 0 0 2 1 3.00000000000000
12 120.77564065103240 31.59163178426614 -1.04354858398438 0.03206091001630 10 3 0 0 2 1 3.00000000000000
13 120.77564321038039 31.59162737591483 -1.06491363048553 0.04384910687804 10 3 0 0 2 1 3.00000000000000
14 120.77564545648282 31.59162313342359 -1.08981657028198 0.05212715268135 10 3 0 0 2 1 3.00000000000000
15 120.77564757025856 31.59161864700026 -1.11852860450745 0.05408594757318 10 3 0 0 2 1 3.00000000000000
16 120.77564942074540 31.59161430296239 -1.14711356163025 0.05958134680986 10 3 0 0 2 1 3.00000000000000
17 120.77565113269320 31.59160967530883 -1.18016266822815 0.06585860997438 10 3 0 0 2 1 3.00000000000000
18 120.77565255784192 31.59160515256322 -1.21543657779694 0.07294904440641 10 3 0 0 2 1 3.00000000000000
19 120.77565370008969 31.59160072367206 -1.25161862373352 0.07377504557371 10 3 0 0 2 1 3.00000000000000
20 120.77565470750676 31.59159600325083 -1.29054057598114 0.07352580875158 10 3 0 0 2 1 3.00000000000000
