Id Lon Lat heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
0 120.77442238640012 31.59280267533468 0.43009138107300 -0.24409651756287 10 5 0 0 3 1 3.50000000000000
1 120.77442717258874 31.59280463868605 0.43132740259171 -0.00853598397225 10 5 0 0 3 1 3.50000000000000
2 120.77443206546353 31.59280668799436 0.43355938792229 -0.00744905602187 10 5 0 0 3 1 3.50000000000000
3 120.77443703601872 31.59280878040137 0.43589839339256 -0.00076748611173 10 5 0 0 3 1 3.50000000000000
4 120.77444191115190 31.59281086665910 0.43797439336777 0.00016608303122 10 5 0 0 3 1 3.50000000000000
5 120.77444681687265 31.59281297370623 0.43982738256454 -0.00244599254802 10 5 0 0 3 1 3.50000000000000
6 120.77445167243205 31.59281508698402 0.44121238589287 -0.00118022237439 10 5 0 0 3 1 3.50000000000000
7 120.77445667528769 31.59281726582367 0.44261637330055 0.00058359716786 10 5 0 0 3 1 3.50000000000000
8 120.77446141181488 31.59281929339098 0.44270840287209 -0.00157741329167 10 5 0 0 3 1 3.50000000000000
9 120.77446615597519 31.59282133219469 0.44262537360191 0.00078828254482 10 5 0 0 3 1 3.50000000000000
10 120.77447131996828 31.59282349578628 0.44092839956284 0.00315546756610 10 5 0 0 3 1 3.50000000000000
11 120.77447640343705 31.59282556755767 0.43786039948463 0.00500052981079 10 5 0 0 3 1 3.50000000000000
12 120.77448135124679 31.59282758029795 0.43432939052582 0.00956978090107 10 5 0 0 3 1 3.50000000000000
13 120.77448619037020 31.59282944643024 0.42767038941383 0.01341284159571 10 5 0 0 3 1 3.50000000000000
14 120.77449134418256 31.59283133249444 0.41836938261986 0.02072849683464 10 5 0 0 3 1 3.50000000000000
15 120.77449633669372 31.59283307374143 0.40875139832497 0.01719386875629 10 5 0 0 3 1 3.50000000000000
16 120.77450161299573 31.59283487323783 0.39817339181900 0.01820523105562 10 5 0 0 3 1 3.50000000000000
17 120.77450671995261 31.59283656421652 0.38862439990044 0.02152388729155 10 5 0 0 3 1 3.50000000000000
18 120.77451237571142 31.59283835760724 0.37614339590073 0.01962850056589 10 5 0 0 3 1 3.50000000000000
19 120.77451783182788 31.59284000373779 0.36320739984512 0.02849630266428 10 5 0 0 3 1 3.50000000000000
20 120.77452305937544 31.59284145764973 0.34955039620399 0.03093433380127 10 5 0 0 3 1 3.50000000000000
21 120.77452853369812 31.59284288365306 0.33342838287354 0.02781735919416 10 5 0 0 3 1 3.50000000000000
22 120.77453374299701 31.59284419956136 0.31864437460899 0.02921964041889 10 5 0 0 3 1 3.50000000000000
23 120.77453919733640 31.59284545863989 0.30238839983940 0.03107716515660 10 5 0 0 3 1 3.50000000000000
24 120.77454444168620 31.59284656350580 0.28576138615608 0.03485670685768 10 5 0 0 3 1 3.50000000000000
25 120.77454996779642 31.59284760346607 0.26505738496780 0.03859257325530 10 5 0 0 3 1 3.50000000000000
26 120.77455527291764 31.59284844939585 0.24247439205647 0.04873020201921 10 5 0 0 3 1 3.50000000000000
27 120.77456089766549 31.59284917044494 0.21658138930798 0.05033139139414 10 5 0 0 3 1 3.50000000000000
28 120.77456630154828 31.59284972904907 0.19082239270210 0.04736526310444 10 5 0 0 3 1 3.50000000000000
29 120.77457200934286 31.59285017622683 0.16338539123535 0.05229315534234 10 5 0 0 3 1 3.50000000000000
30 120.77457750771237 31.59285048500049 0.13737039268017 0.05034572258592 10 5 0 0 3 1 3.50000000000000
31 120.77458277453566 31.59285068048972 0.11249838769436 0.04954280704260 10 5 0 0 3 1 3.50000000000000
32 120.77458832020918 31.59285076254859 0.08628538995981 0.05320695415139 10 5 0 0 3 1 3.50000000000000
33 120.77459362005477 31.59285072607032 0.06107738986611 0.04912397637963 10 5 0 0 3 1 3.50000000000000
34 120.77459919413940 31.59285057316544 0.03477938845754 0.04983988776803 10 5 0 0 3 1 3.50000000000000
35 120.77460449119755 31.59285028845110 0.00891038775444 0.05546066164970 10 5 0 0 3 1 3.50000000000000
36 120.77461001543838 31.59284986641626 -0.01810661144555 0.05357339605689 10 5 0 0 3 1 3.50000000000000
37 120.77461596796478 31.59284924226936 -0.04887161031365 0.05228861048818 10 5 0 0 3 1 3.50000000000000
38 120.77462152380978 31.59284851355816 -0.07847160845995 0.05932160466909 10 5 0 0 3 1 3.50000000000000
39 120.77462693019778 31.59284763527503 -0.10822661221027 0.06353946030140 10 5 0 0 3 1 3.50000000000000
40 120.77463242179432 31.59284651526110 -0.14275161921978 0.06373593956232 10 5 0 0 3 1 3.50000000000000
41 120.77463750358697 31.59284522106267 -0.17879261076450 0.07470997422934 10 5 0 0 3 1 3.50000000000000
42 120.77464265524171 31.59284373584363 -0.21593260765076 0.07679196447134 10 5 0 0 3 1 3.50000000000000
43 120.77464765405550 31.59284215319207 -0.25251561403275 0.07256513088942 10 5 0 0 3 1 3.50000000000000
44 120.77465268812489 31.59284036290871 -0.28976261615753 0.06694860756397 10 5 0 0 3 1 3.50000000000000
45 120.77465775107525 31.59283839499072 -0.32774361968040 0.07095599919558 10 5 0 0 3 1 3.50000000000000
46 120.77466261417379 31.59283628567385 -0.36507660150528 0.07263963669538 10 5 0 0 3 1 3.50000000000000
47 120.77466748164900 31.59283402531425 -0.40275061130524 0.07271219789982 10 5 0 0 3 1 3.50000000000000
48 120.77467233088957 31.59283154592224 -0.44106662273407 0.07254750281572 10 5 0 0 3 1 3.50000000000000
49 120.77467698190610 31.59282899273535 -0.47888261079788 0.07172480970621 10 5 0 0 3 1 3.50000000000000
