Id Lon Lat utmX utmY heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
74 121.21166098 31.2811254845 329764.385568 3462138.13151 -1.59395587444 0.0 1 3 0 3 2 1 3.0
75 121.21166093 31.2811202122 329764.37137 3462137.54713 -1.59431779385 0.0 1 3 0 3 2 1 3.0
76 121.211660886 31.2811151621 329764.358091 3462136.98737 -1.5943543911 0.0 1 3 0 3 2 1 3.0
77 121.211660839 31.2811092307 329764.342939 3462136.32991 -1.59410536289 0.0 1 3 0 3 2 1 3.0
78 121.211660812 31.2811044874 329764.331873 3462135.80413 -1.59334850311 0.0 1 3 0 3 2 1 3.0
79 121.211660803 31.2810993513 329764.32173 3462135.23479 -1.59164845943 0.0 1 3 0 3 2 1 3.0
80 121.211660818 31.2810938019 329764.313181 3462134.61959 -1.58894014359 0.0 1 3 0 3 2 1 3.0
81 121.211660847 31.2810880273 329764.305586 3462133.9794 -1.58630359173 0.0 1 3 0 3 2 1 3.0
82 121.211660887 31.2810815157 329764.297666 3462133.2575 -1.58415591717 0.0 1 3 0 3 2 1 3.0
83 121.211660934 31.2810748465 329764.290205 3462132.51811 -1.58257973194 0.0 1 3 0 3 2 1 3.0
84 121.211660974 31.2810702458 329764.285719 3462132.00803 -1.58152091503 0.0 1 3 0 3 2 1 3.0
85 121.211661021 31.2810655308 329764.281744 3462131.48528 -1.58038461208 0.0 1 3 0 3 2 1 3.0
86 121.21166108 31.2810603855 329764.278059 3462130.91481 -1.5791362524 0.0 1 3 0 3 2 1 3.0
87 121.211661142 31.2810554521 329764.275171 3462130.36782 -1.57794010639 0.0 1 3 0 3 2 1 3.0
88 121.211661217 31.281050175 329764.272795 3462129.7827 -1.5766620636 0.0 1 3 0 3 2 1 3.0
89 121.211661295 31.28104507 329764.27107 3462129.21667 -1.57548749447 0.0 1 3 0 3 2 1 3.0
90 121.211661388 31.281039347 329764.269617 3462128.58211 -1.57435071468 0.0 1 3 0 3 2 1 3.0
91 121.211661472 31.2810342434 329764.268442 3462128.01622 -1.57363736629 0.0 1 3 0 3 2 1 3.0
92 121.211661552 31.2810293117 329764.267153 3462127.46939 -1.57331132889 0.0 1 3 0 3 2 1 3.0
93 121.211661645 31.2810234016 329764.265451 3462126.81408 -1.57321405411 0.0 1 3 0 3 2 1 3.0
94 121.211661723 31.2810185301 329764.264063 3462126.27393 -1.57321631908 0.0 1 3 0 3 2 1 3.0
95 121.211661797 31.2810138756 329764.262728 3462125.75785 -1.57323300838 0.0 1 3 0 3 2 1 3.0
96 121.211661868 31.2810093612 329764.261412 3462125.25729 -1.57323026657 0.0 1 3 0 3 2 1 3.0
97 121.211661943 31.2810046476 329764.260042 3462124.73465 -1.57356667519 0.0 1 3 0 3 2 1 3.0
98 121.211661969 31.2810029752 329764.259512 3462124.54921 -1.5735720396 0.0 1 3 1 3 2 1 3.0
99 121.211662068 31.2809982175 329764.260393 3462124.02164 -1.57150352001 0.0 2 3 0 3 2 1 3.0
100 121.211662206 31.2809935608 329764.265177 3462123.50521 -1.56771588325 0.0 2 3 0 3 2 1 3.0
101 121.211662399 31.280988875 329764.275122 3462122.98548 -1.56250882149 0.0 2 3 0 3 2 1 3.0
102 121.211662728 31.2809842622 329764.298185 3462122.47361 -1.55082118511 0.0 2 3 0 3 2 1 3.0
103 121.211663222 31.2809797498 329764.337107 3462121.97262 -1.53479278088 0.0 2 3 0 3 2 1 3.0
104 121.211663799 31.280975139 329764.383756 3462121.46061 -1.5176615715 0.0 2 3 0 3 2 1 3.0
105 121.211664523 31.2809700854 329764.44359 3462120.89927 -1.49948823452 0.0 2 3 0 3 2 1 3.0
106 121.211665371 31.2809649061 329764.515032 3462120.32381 -1.48104059696 0.0 2 3 0 3 2 1 3.0
107 121.211666267 31.280960037 329764.591616 3462119.78267 -1.46377599239 0.0 2 3 0 3 2 1 3.0
108 121.211667344 31.2809547779 329764.684664 3462119.19801 -1.44518518448 0.0 2 3 0 3 2 1 3.0
109 121.21166868 31.2809489065 329764.80134 3462118.54506 -1.42446136475 0.0 2 3 0 3 2 1 3.0
110 121.211669854 31.2809442059 329764.904615 3462118.02217 -1.40787267685 0.0 2 3 0 3 2 1 3.0
111 121.211671136 31.2809394474 329765.018118 3462117.49269 -1.39105582237 0.0 2 3 0 3 2 1 3.0
112 121.211672638 31.2809342983 329765.151853 3462116.91957 -1.37252080441 0.0 2 3 0 3 2 1 3.0
113 121.211674115 31.2809296409 329765.284143 3462116.40099 -1.35462021828 0.0 2 3 0 3 2 1 3.0
114 121.211675711 31.280924992 329765.427778 3462115.88317 -1.33561956882 0.0 2 3 0 3 2 1 3.0
115 121.211677341 31.2809206143 329765.575025 3462115.39537 -1.31640970707 0.0 2 3 0 3 2 1 3.0
116 121.21167955 31.2809151966 329765.775637 3462114.79138 -1.29026281834 0.0 2 3 0 3 2 1 3.0
117 121.211681691 31.2809103952 329765.970865 3462114.25582 -1.26557171345 0.0 2 3 0 3 2 1 3.0
118 121.211683799 31.2809060248 329766.16366 3462113.76808 -1.24204921722 0.0 2 3 0 3 2 1 3.0
119 121.211685956 31.2809018549 329766.36154 3462113.3025 -1.21879649162 0.0 2 3 0 3 2 1 3.0
120 121.211688796 31.2808967598 329766.622804 3462112.7333 -1.18912923336 0.0 2 3 0 3 2 1 3.0
121 121.211691325 31.2808925198 329766.855905 3462112.25936 -1.16422069073 0.0 2 3 0 3 2 1 3.0
122 121.211694204 31.2808879795 329767.121889 3462111.75161 -1.13723564148 0.0 2 3 0 3 2 1 3.0
123 121.211697416 31.2808832561 329767.419206 3462111.22304 -1.10776185989 0.0 2 3 0 3 2 1 3.0
124 121.211700197 31.2808794235 329767.677027 3462110.79389 -1.08272206783 0.0 2 3 0 3 2 1 3.0
125 121.211703125 31.2808755978 329767.948976 3462110.36526 -1.05740761757 0.0 2 3 0 3 2 1 3.0
126 121.211706461 31.2808714863 329768.25921 3462109.90433 -1.02937579155 0.0 2 3 0 3 2 1 3.0
127 121.211710191 31.2808671729 329768.606558 3462109.42042 -0.998675048351 0.0 2 3 0 3 2 1 3.0
128 121.211714219 31.2808627992 329768.982202 3462108.92936 -0.966843485832 0.0 2 3 0 3 2 1 3.0
129 121.211718559 31.2808583803 329769.387434 3462108.4328 -0.933974325657 0.0 2 3 0 3 2 1 3.0
130 121.211723313 31.2808538521 329769.831911 3462107.92349 -0.89953827858 0.0 2 3 0 3 2 1 3.0
131 121.211728502 31.2808492396 329770.317602 3462107.40416 -0.863483726978 0.0 2 3 0 3 2 1 3.0
132 121.211732571 31.2808458383 329770.698889 3462107.02083 -0.836080610752 0.0 2 3 0 3 2 1 3.0
133 121.211738407 31.2808412636 329771.246363 3462106.50469 -0.798025608063 0.0 2 3 0 3 2 1 3.0
134 121.211742538 31.2808382253 329771.63418 3462106.1615 -0.771884858608 0.0 2 3 0 3 2 1 3.0
135 121.211746738 31.2808352899 329772.028761 3462105.82962 -0.746094763279 0.0 2 3 0 3 2 1 3.0
136 121.211751098 31.2808323981 329772.438711 3462105.50232 -0.720010757446 0.0 2 3 0 3 2 1 3.0
137 121.211755603 31.2808295661 329772.862467 3462105.18142 -0.693641781807 0.0 2 3 0 3 2 1 3.0
138 121.211760269 31.2808267935 329773.301782 3462104.86686 -0.66688978672 0.0 2 3 0 3 2 1 3.0
139 121.211766854 31.2808231448 329773.922136 3462104.45223 -0.629846274853 0.0 2 3 0 3 2 1 3.0
140 121.211773462 31.2808197787 329774.54524 3462104.06887 -0.592991113663 0.0 2 3 0 3 2 1 3.0
141 121.21177992 31.2808167658 329775.154581 3462103.72492 -0.557222366333 0.0 2 3 0 3 2 1 3.0
142 121.211786077 31.2808141495 329775.736093 3462103.42538 -0.522669017315 0.0 2 3 0 3 2 1 3.0
143 121.211791959 31.2808118825 329776.292066 3462103.165 -0.489131689072 0.0 2 3 0 3 2 1 3.0
144 121.211797429 31.2808099753 329776.809362 3462102.94513 -0.457153111696 0.0 2 3 0 3 2 1 3.0
145 121.211802547 31.280808375 329777.293833 3462102.75983 -0.426422566175 0.0 2 3 0 3 2 1 3.0
146 121.211807556 31.2808069834 329777.76816 3462102.59784 -0.394967317581 0.0 2 3 0 3 2 1 3.0
147 121.211813204 31.2808056427 329778.303514 3462102.44049 -0.356764256954 0.0 2 3 0 3 2 1 3.0
148 121.211818623 31.28080462 329778.817575 3462102.31876 -0.315526634455 0.0 2 3 0 3 2 1 3.0
149 121.2118245 31.2808038343 329779.375662 3462102.2226 -0.264867246151 0.0 2 3 0 3 2 1 3.0
150 121.211829752 31.2808034254 329779.875021 3462102.16915 -0.215303167701 0.0 2 3 0 3 2 1 3.0
151 121.211835478 31.2808032809 329780.419889 3462102.1443 -0.158691629767 0.0 2 3 0 3 2 1 3.0
152 121.211841426 31.2808033985 329780.986391 3462102.14816 -0.102058418095 0.0 2 3 0 3 2 1 3.0
153 121.21184703 31.2808036535 329781.520403 3462102.16778 -0.0570468343794 0.0 2 3 0 3 2 1 3.0
154 121.211852823 31.2808038492 329782.072241 3462102.18054 -0.0305571444333 0.0 2 3 0 3 2 1 3.0
155 121.211858074 31.280803944 329782.572382 3462102.18294 -0.0197446681559 0.0 2 3 0 3 2 1 3.0
156 121.211864418 31.2808040341 329783.176508 3462102.18313 -0.012496500276 0.0 2 3 0 3 2 1 3.0
157 121.211870784 31.2808041294 329783.782804 3462102.18387 -0.00754016684368 0.0 2 3 0 3 2 1 3.0
158 121.21187645 31.2808042066 329784.32234 3462102.18369 -0.0051625482738 0.0 2 3 0 3 2 1 3.0
159 121.211882513 31.2808042774 329784.89969 3462102.18218 -0.00423382502049 0.0 2 3 0 3 2 1 3.0
160 121.211664668 31.2809971532 329764.506056 3462123.89965 -1.56770908833 0.0 2 3 0 3 2 1 3.0
161 121.211664672 31.2809922326 329764.49756 3462123.35418 -1.57500386238 0.0 2 3 0 3 2 1 3.0
162 121.211664632 31.2809875853 329764.48543 3462122.83905 -1.58097827435 0.0 2 3 0 3 2 1 3.0
163 121.211664549 31.2809826139 329764.468614 3462122.28807 -1.58777654171 0.0 2 3 0 3 2 1 3.0
164 121.211664378 31.280977559 329764.44327 3462121.72799 -1.59743368626 0.0 2 3 0 3 2 1 3.0
165 121.211664051 31.2809723744 329764.402822 3462121.15375 -1.61272382736 0.0 2 3 0 3 2 1 3.0
166 121.211663542 31.2809677138 329764.34593 3462120.63788 -1.63458478451 0.0 2 3 0 3 2 1 3.0
167 121.211662697 31.2809628247 329764.256681 3462120.0972 -1.66801273823 0.0 2 3 0 3 2 1 3.0
168 121.211661467 31.2809579192 329764.130808 3462119.55531 -1.71220755577 0.0 2 3 0 3 2 1 3.0
169 121.211659904 31.2809530213 329763.973142 3462119.01476 -1.76038980484 0.0 2 3 0 3 2 1 3.0
170 121.211658088 31.2809482846 329763.791735 3462118.49247 -1.80880010128 0.0 2 3 0 3 2 1 3.0
171 121.211656059 31.2809437845 329763.590475 3462117.99675 -1.8570561409 0.0 2 3 0 3 2 1 3.0
172 121.211653486 31.2809388972 329763.336759 3462117.45894 -1.91240990162 0.0 2 3 0 3 2 1 3.0
173 121.211650773 31.2809344868 329763.070505 3462116.97421 -1.96678686142 0.0 2 3 0 3 2 1 3.0
174 121.211647681 31.2809302628 329762.768579 3462116.51073 -2.02831721306 0.0 2 3 0 3 2 1 3.0
175 121.211644187 31.2809263278 329762.428869 3462116.07991 -2.09925580025 0.0 2 3 0 3 2 1 3.0
176 121.211640287 31.2809225748 329762.050817 3462115.66989 -2.17315363884 0.0 2 3 0 3 2 1 3.0
177 121.211635999 31.2809189857 329761.636091 3462115.27864 -2.2468419075 0.0 2 3 0 3 2 1 3.0
178 121.211631568 31.2809157971 329761.208467 3462114.932 -2.31900024414 0.0 2 3 0 3 2 1 3.0
179 121.211626737 31.2809128367 329760.743219 3462114.61129 -2.39448237419 0.0 2 3 0 3 2 1 3.0
180 121.211621362 31.2809100602 329760.226499 3462114.31179 -2.47446990013 0.0 2 3 0 3 2 1 3.0
181 121.211616593 31.2809079843 329759.768762 3462114.08903 -2.54228186607 0.0 2 3 0 3 2 1 3.0
182 121.211611697 31.2809061816 329759.299353 3462113.89675 -2.60860705376 0.0 2 3 0 3 2 1 3.0
183 121.211606247 31.2809045091 329758.777502 3462113.71976 -2.67846345901 0.0 2 3 0 3 2 1 3.0
184 121.211600297 31.2809029713 329758.208235 3462113.55847 -2.74593544006 0.0 2 3 0 3 2 1 3.0
185 121.21159416 31.2809014686 329757.621237 3462113.40136 -2.79589891434 0.0 2 3 0 3 2 1 3.0
186 121.21158766 31.2808998278 329756.999475 3462113.2295 -2.82533025742 0.0 2 3 0 3 2 1 3.0
187 121.211581113 31.2808981117 329756.373087 3462113.04937 -2.83921551704 0.0 2 3 0 3 2 1 3.0
188 121.211574739 31.2808964927 329755.763296 3462112.87973 -2.85075306892 0.0 2 3 0 3 2 1 3.0
189 121.211569388 31.2808952448 329755.251619 3462112.74965 -2.86448121071 0.0 2 3 0 3 2 1 3.0
190 121.211564249 31.2808942487 329754.760546 3462112.64717 -2.88692069054 0.0 2 3 0 3 2 1 3.0
191 121.211558546 31.2808934535 329754.216196 3462112.56782 -2.92418241501 0.0 2 3 0 3 2 1 3.0
192 121.211552398 31.2808929516 329753.629915 3462112.52167 -2.97365856171 0.0 2 3 0 3 2 1 3.0
193 121.211546354 31.2808927162 329753.054079 3462112.5049 -3.02188706398 0.0 2 3 0 3 2 1 3.0
194 121.211540961 31.2808926733 329752.540575 3462112.50847 -3.06185340881 0.0 2 3 0 3 2 1 3.0
195 121.211535611 31.2808928124 329752.031481 3462112.53215 -3.10142683983 0.0 2 3 0 3 2 1 3.0
196 121.211530075 31.2808931908 329751.505091 3462112.58265 3.1376645565 0.0 2 3 0 3 2 1 3.0
197 121.21177465 31.2809938282 329774.971079 3462123.36131 1.55899357796 0.0 2 3 0 3 2 1 3.0
198 121.211774651 31.2809941533 329774.97172 3462123.39734 1.55884408951 0.0 2 3 2 3 2 1 3.0
199 121.21177466 31.280998949 329774.981226 3462123.92896 1.55519378185 0.0 0 3 0 3 2 1 3.0
200 121.211774695 31.2810038436 329774.99333 3462124.4715 1.55269765854 0.0 0 3 0 3 2 1 3.0
201 121.211774733 31.2810092323 329775.006632 3462125.06881 1.55126559734 0.0 0 3 0 3 2 1 3.0
202 121.211774736 31.2810140427 329775.015592 3462125.60205 1.55219483376 0.0 0 3 0 3 2 1 3.0
203 121.211774731 31.2810193444 329775.024626 3462126.18978 1.55340588093 0.0 0 3 0 3 2 1 3.0
204 121.211774721 31.2810239307 329775.03195 3462126.69821 1.55438756943 0.0 0 3 0 3 2 1 3.0
205 121.211774706 31.2810285829 329775.038881 3462127.21395 1.55538570881 0.0 0 3 0 3 2 1 3.0
206 121.211774679 31.2810344905 329775.04693 3462127.86888 1.55666148663 0.0 0 3 0 3 2 1 3.0
207 121.211774659 31.281039346 329775.053762 3462128.40717 1.55718100071 0.0 0 3 0 3 2 1 3.0
208 121.211774656 31.2810448078 329775.063257 3462129.01265 1.55646121502 0.0 0 3 0 3 2 1 3.0
209 121.211774658 31.2810499669 329775.072737 3462129.58455 1.55572152138 0.0 0 3 0 3 2 1 3.0
210 121.211774664 31.2810548504 329775.082109 3462130.1259 1.55502510071 0.0 0 3 0 3 2 1 3.0
211 121.211774674 31.2810594465 329775.091272 3462130.63539 1.55437064171 0.0 0 3 0 3 2 1 3.0
212 121.211774692 31.281064558 329775.102182 3462131.202 1.553429842 0.0 0 3 0 3 2 1 3.0
213 121.211774724 31.2810704816 329775.1159 3462131.85861 1.55208969116 0.0 0 3 0 3 2 1 3.0
214 121.211774753 31.2810754339 329775.127565 3462132.40755 1.55124926567 0.0 0 3 0 3 2 1 3.0
215 121.211774782 31.281080779 329775.139883 3462133.00004 1.55083739758 0.0 0 3 0 3 2 1 3.0
216 121.211774816 31.2810867886 329775.153959 3462133.66618 1.55040979385 0.0 0 3 0 3 2 1 3.0
217 121.211774858 31.2810934412 329775.169863 3462134.40359 1.54993355274 0.0 0 3 0 3 2 1 3.0
218 121.211774889 31.2810980927 329775.181215 3462134.91919 1.54958474636 0.0 0 3 0 3 2 1 3.0
219 121.211774925 31.2811031352 329775.193701 3462135.47811 1.54921102524 0.0 0 3 0 3 2 1 3.0
220 121.211774956 31.2811084712 329775.206198 3462136.06958 1.5493452549 0.0 0 3 0 3 2 1 3.0
221 121.211774973 31.2811139768 329775.217783 3462136.67988 1.55030465126 0.0 0 3 0 3 2 1 3.0
222 121.211774981 31.2811197968 329775.228971 3462137.32504 1.5516769886 0.0 0 3 0 3 2 1 3.0
223 121.211774976 31.2811257496 329775.239153 3462137.98495 1.55329632759 0.0 0 3 0 3 2 1 3.0
224 121.211774931 31.2811318728 329775.245935 3462138.66381 1.55644762516 0.0 0 3 0 3 2 1 3.0
225 121.211774835 31.2811384087 329775.248506 3462139.3885 1.56148147583 0.0 0 3 0 3 2 1 3.0
226 121.211774688 31.2811451777 329775.246687 3462140.1391 1.56735277176 0.0 0 3 0 3 2 1 3.0
227 121.211774502 31.2811518827 329775.240976 3462140.88267 1.57304632664 0.0 0 3 0 3 2 1 3.0
228 121.211774249 31.2811593125 329775.230322 3462141.7067 1.57899153233 0.0 0 3 0 3 2 1 3.0
229 121.211773962 31.281166616 329775.216089 3462142.51676 1.58431184292 0.0 0 3 0 3 2 1 3.0
230 121.211773659 31.2811737218 329775.200056 3462143.30494 1.58833169937 0.0 0 3 0 3 2 1 3.0
231 121.211773321 31.2811812764 329775.181414 3462144.14293 1.59136390686 0.0 0 3 0 3 2 1 3.0
232 121.211772999 31.2811888304 329775.164327 3462144.98083 1.59198331833 0.0 0 3 0 3 2 1 3.0
233 121.211772717 31.2811968093 329775.151789 3462145.86577 1.58863055706 0.0 0 3 0 3 2 1 3.0
234 121.21177248 31.2812047805 329775.143541 3462146.74978 1.58364343643 0.0 0 3 0 3 2 1 3.0
235 121.211772253 31.2812133667 329775.137426 3462147.70195 1.57914590836 0.0 0 3 0 3 2 1 3.0
236 121.211772069 31.2812216919 329775.13484 3462148.62513 1.57543027401 0.0 0 3 0 3 2 1 3.0
237 121.211771985 31.2812262358 329775.134962 3462149.12897 1.57341277599 0.0 0 3 0 3 2 1 3.0
238 121.211771866 31.2812343514 329775.138277 3462150.0288 1.56948804855 0.0 0 3 0 3 2 1 3.0
239 121.211771792 31.2812429812 329775.146692 3462150.98558 1.56460130215 0.0 0 3 0 3 2 1 3.0
240 121.211771751 31.2812518492 329775.158743 3462151.9687 1.56011283398 0.0 0 3 0 3 2 1 3.0
241 121.211771722 31.2812609688 329775.172422 3462152.97971 1.55746436119 0.0 0 3 0 3 2 1 3.0
242 121.211771689 31.2812697022 329775.184954 3462153.94789 1.55708515644 0.0 0 3 0 3 2 1 3.0
243 121.211771643 31.2812783602 329775.196138 3462154.90775 1.55818450451 0.0 0 3 0 3 2 1 3.0
244 121.211771587 31.2812867532 329775.205847 3462155.83824 1.5596973896 0.0 0 3 0 3 2 1 3.0
245 121.211771522 31.2812944782 329775.213522 3462156.6947 1.56119215488 0.0 0 3 0 3 2 1 3.0
246 121.211771449 31.2813016711 329775.219507 3462157.49218 1.56270468235 0.0 0 3 0 3 2 1 3.0
247 121.211771373 31.2813080212 329775.223711 3462158.19624 1.56412553787 0.0 0 3 0 3 2 1 3.0
