Id Lon Lat utmX utmY heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
0 120.77493755712803 31.59306189520343 288883.90617866982939 3497479.34672756027430 0.44808137416840 0.27426224946976 0 4 0 3 2 1 3.50000000000000
1 120.77493946069983 31.59306271405325 288884.08868069440359 3497479.43383894441649 0.44770640134811 0.00785440765321 0 4 0 3 2 1 3.50000000000000
2 120.77494136212631 31.59306354005004 288884.27099525131052 3497479.52174688316882 0.44719839096069 0.00259381812066 0 4 0 3 2 1 3.50000000000000
3 120.77494328983062 31.59306437249233 288884.45581818447681 3497479.61031869659200 0.44662439823151 0.00513726798818 0 4 0 3 2 1 3.50000000000000
4 120.77494520443383 31.59306520562108 288884.63939933705842 3497479.69899193197489 0.44624337553978 0.00595402764156 0 4 0 3 2 1 3.50000000000000
5 120.77494729430713 31.59306611609316 288884.83978862984804 3497479.79590190853924 0.44564437866211 0.00468341726810 0 4 0 3 2 1 3.50000000000000
6 120.77494923068025 31.59306696363833 288885.02546833117958 3497479.88613149244338 0.44531938433647 0.00224644294940 0 4 0 3 2 1 3.50000000000000
7 120.77495136194189 31.59306789292934 288885.22982795193093 3497479.98504804074764 0.44488638639450 0.00186727533583 0 4 0 3 2 1 3.50000000000000
8 120.77495335143796 31.59306874977900 288885.42057015467435 3497480.07620663195848 0.44446939229965 0.00020277104340 0 4 0 3 2 1 3.50000000000000
9 120.77495547222908 31.59306965526149 288885.62388235563412 3497480.17250368185341 0.44400137662888 0.00379920634441 0 4 0 3 2 1 3.50000000000000
10 120.77495772554072 31.59307062223914 288885.83990988432197 3497480.27536291582510 0.44334039092064 0.00503919878975 0 4 0 3 2 1 3.50000000000000
11 120.77495970735060 31.59307147455161 288886.02991239359835 3497480.36603331426159 0.44288939237595 0.00228948355652 0 4 0 3 2 1 3.50000000000000
12 120.77496177559857 31.59307237311516 288886.22822248487500 3497480.46166474977508 0.44271737337112 -0.00207059271634 0 4 0 3 2 1 3.50000000000000
13 120.77496392710246 31.59307331942802 288886.43454154249048 3497480.56242948770523 0.44234737753868 0.00112707249355 0 4 0 3 2 1 3.50000000000000
14 120.77496618458602 31.59307430206847 288886.65100032748887 3497480.66701726522297 0.44197538495064 -0.00089299143292 0 4 0 3 2 1 3.50000000000000
15 120.77496830063912 31.59307522628177 288886.85390512458980 3497480.76540023786947 0.44202339649200 -0.00069300521864 0 4 0 3 2 1 3.50000000000000
16 120.77497024537487 31.59307607564666 288887.04038253275212 3497480.85581546230242 0.44207739830017 0.00137679500040 0 4 0 3 2 1 3.50000000000000
17 120.77497225300731 31.59307694247967 288887.23286842054222 3497480.94804593920708 0.44174638390541 0.00233358074911 0 4 0 3 2 1 3.50000000000000
18 120.77497432967711 31.59307783477182 288887.43196358793648 3497481.04296579631045 0.44126638770103 0.00278083141893 0 4 0 3 2 1 3.50000000000000
19 120.77497645569107 31.59307875537124 288887.63580552441999 3497481.14092885982245 0.44104838371277 0.00007390346582 0 4 0 3 2 1 3.50000000000000
20 120.77497864441575 31.59307970544182 288887.84566538524814 3497481.24203835427761 0.44122040271759 0.00061949837254 0 4 0 3 2 1 3.50000000000000
21 120.77498089809310 31.59308068406946 288888.06175386381801 3497481.34618860064074 0.44108039140701 0.00272510084324 0 4 0 3 2 1 3.50000000000000
22 120.77498321956743 31.59308168171059 288888.28431936295237 3497481.45231597404927 0.44061738252640 0.00088041980052 0 4 0 3 2 1 3.50000000000000
23 120.77498560022330 31.59308270897291 288888.51256818516413 3497481.56161323050037 0.44062137603760 -0.00185880379286 0 4 0 3 2 1 3.50000000000000
24 120.77498803838327 31.59308375964870 288888.74632713670144 3497481.67339534079656 0.44093739986420 -0.00213277176954 0 4 0 3 2 1 3.50000000000000
25 120.77499053118359 31.59308483179939 288888.98532005841844 3497481.78745290124789 0.44065839052200 0.00018688254931 0 4 0 3 2 1 3.50000000000000
26 120.77499243740868 31.59308565629025 288889.16808652883628 3497481.87518468406051 0.44046038389206 -0.00114770524669 0 4 0 3 2 1 3.50000000000000
27 120.77499438131879 31.59308649522572 288889.35446200129809 3497481.96444519842044 0.44046038389206 -0.00019374019757 0 4 0 3 2 1 3.50000000000000
28 120.77499635540583 31.59308734949477 288889.54373594303615 3497482.05534750595689 0.44058337807655 -0.00172625645064 0 4 0 3 2 1 3.50000000000000
29 120.77499836193819 31.59308821492779 288889.73611422389513 3497482.14742493163794 0.44058039784431 -0.00042747217230 0 4 0 3 2 1 3.50000000000000
30 120.77500040771929 31.59308909452009 288889.93224926473340 3497482.24099642597139 0.44051837921143 0.00145823589992 0 4 0 3 2 1 3.50000000000000
31 120.77500283394063 31.59309013885105 288890.16486085747601 3497482.35209815669805 0.44046840071678 0.00047972012544 0 4 0 3 2 1 3.50000000000000
32 120.77500494584909 31.59309104924622 288890.36734106473159 3497482.44895713869482 0.44045537710190 -0.00061322574038 0 4 0 3 2 1 3.50000000000000
33 120.77500709210535 31.59309197430385 288890.57311405375367 3497482.54737545410171 0.44038337469101 0.00073820480611 0 4 0 3 2 1 3.50000000000000
34 120.77500926987778 31.59309291625247 288890.78191612445517 3497482.64760565292090 0.44041737914085 0.00133082771208 0 4 0 3 2 1 3.50000000000000
35 120.77501148045100 31.59309387996698 288890.99388018902391 3497482.75018575135618 0.44061037898064 -0.00023595384846 0 4 0 3 2 1 3.50000000000000
36 120.77501372473658 31.59309485413604 288891.20906724105589 3497482.85385986370966 0.44061237573624 0.00022039911710 0 4 0 3 2 1 3.50000000000000
37 120.77501600323097 31.59309583535195 288891.42751669388963 3497482.95824920618907 0.44062638282776 0.00082383904373 0 4 0 3 2 1 3.50000000000000
38 120.77501830946481 31.59309683090249 288891.64863103773678 3497483.06417429633439 0.44080638885498 -0.00134693761356 0 4 0 3 2 1 3.50000000000000
39 120.77502064369649 31.59309783926429 288891.87243135593599 3497483.17146573821083 0.44085839390755 -0.00019973362214 0 4 0 3 2 1 3.50000000000000
40 120.77502300779069 31.59309886034139 288892.09909439593321 3497483.28010928491130 0.44078940153122 0.00057854852639 0 4 0 3 2 1 3.50000000000000
