Id Lon Lat utmX utmY heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
0 121.20169583000001 31.29125958000000 328833.95559600985143 3463276.97450903896242 0.74124133586884 0.00000000000000 0 3 0 3 1 1 4.00000000000000
1 121.20169745000000 31.29126085000000 328834.11211003153585 3463277.11278062500060 0.74036866426468 0.00000000000000 0 3 0 3 1 1 4.00000000000000
2 121.20169903000000 31.29126208000000 328834.26474388025235 3463277.24668008740991 0.73984509706497 0.00000000000000 0 3 0 3 1 1 4.00000000000000
3 121.20170082000000 31.29126347000000 328834.43765821319539 3463277.39799042930827 0.73932147026062 0.00000000000000 0 3 0 3 1 1 4.00000000000000
4 121.20170256999999 31.29126483000000 328834.60671044996707 3463277.54603720363230 0.73879784345627 0.00000000000000 0 3 0 3 1 1 4.00000000000000
5 121.20170440000000 31.29126625000000 328834.78348685929086 3463277.70061111822724 0.73809975385666 0.00000000000000 0 3 0 3 1 1 4.00000000000000
6 121.20170622000001 31.29126766000000 328834.95929322496522 3463277.85409200564027 0.73792523145676 0.00000000000000 0 3 0 3 1 1 4.00000000000000
7 121.20170792000000 31.29126898000000 328835.12351331772516 3463277.99778218753636 0.73757612705231 0.00000000000000 0 3 0 3 1 1 4.00000000000000
8 121.20170976999999 31.29127043000000 328835.30224787315819 3463278.15565072791651 0.73757612705231 0.00000000000000 0 3 0 3 1 1 4.00000000000000
9 121.20171163000001 31.29127189000000 328835.48195246385876 3463278.31461230060086 0.73757612705231 0.00000000000000 0 3 0 3 1 1 4.00000000000000
10 121.20171338000000 31.29127324000000 328835.65098659391515 3463278.46155053749681 0.73740160465240 0.00000000000000 0 3 0 3 1 1 4.00000000000000
11 121.20171508000000 31.29127456000000 328835.81520666764118 3463278.60524072917178 0.73722708225250 0.00000000000000 0 3 0 3 1 1 4.00000000000000
12 121.20171687000000 31.29127596000000 328835.98813903052360 3463278.75765964807943 0.73705255985260 0.00000000000000 0 3 0 3 1 1 4.00000000000000
13 121.20171890000000 31.29127754000000 328836.18424391536973 3463278.92965998733416 0.73687803745270 0.00000000000000 0 3 0 3 1 1 4.00000000000000
14 121.20172085000000 31.29127906000000 328836.37262461608043 3463279.09513319144025 0.73652893304825 0.00000000000000 0 3 0 3 1 1 4.00000000000000
15 121.20172287000000 31.29128060000000 328836.56770521658473 3463279.26271484186873 0.73583078384399 0.00000000000000 0 3 0 3 1 1 4.00000000000000
16 121.20172444000001 31.29128182000000 328836.71936896466650 3463279.39552130829543 0.73565626144409 0.00000000000000 0 3 0 3 1 1 4.00000000000000
17 121.20172602000000 31.29128305000000 328836.87200274702627 3463279.52942080609500 0.73530721664429 0.00000000000000 0 3 0 3 1 1 4.00000000000000
18 121.20172761000001 31.29128427000000 328837.02557041426189 3463279.66219622828066 0.73443454504013 0.00000000000000 0 3 0 3 1 1 4.00000000000000
19 121.20172922000000 31.29128550000000 328837.18106008402538 3463279.79604916134849 0.73426002264023 0.00000000000000 0 3 0 3 1 1 4.00000000000000
20 121.20173083000000 31.29128673000000 328837.33654974971432 3463279.92990209627897 0.73391097784042 0.00000000000000 0 3 0 3 1 1 4.00000000000000
21 121.20173246000000 31.29128798000000 328837.49397948978003 3463280.06594109535217 0.73303830623627 0.00000000000000 0 3 0 3 1 1 4.00000000000000
22 121.20173410000000 31.29128924000000 328837.65237927110866 3463280.20307312812656 0.73268920183182 0.00000000000000 0 3 0 3 1 1 4.00000000000000
23 121.20173576000001 31.29129052000000 328837.81271912879311 3463280.34239122550935 0.73251467943192 0.00000000000000 0 3 0 3 1 1 4.00000000000000
24 121.20173742999999 31.29129179000000 328837.97399286628934 3463280.48058524541557 0.73181653022766 0.00000000000000 0 3 0 3 1 1 4.00000000000000
25 121.20173912000000 31.29129309000000 328838.13722475938266 3463280.62207388645038 0.73181653022766 0.00000000000000 0 3 0 3 1 1 4.00000000000000
26 121.20174082000000 31.29129440000000 328838.30142668844201 3463280.76465556118637 0.73146748542786 0.00000000000000 0 3 0 3 1 1 4.00000000000000
