Id Lon Lat utmX utmY heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
0 121.21212266966292 31.28135185416288 329808.74808426818345 3462162.51296758558601 -1.55587863922119 0.00000000000000 0 3 0 1 2 1 3.750000000000
1 121.21212279997793 31.28134704819608 329808.75185605010483 3462161.98000097181648 -1.55940759181976 0.00000000000000 0 3 0 1 2 1 3.750000000000
2 121.21212292352085 31.28134234894858 329808.75517483672593 3462161.45887517835945 -1.56100344657898 0.00000000000000 0 3 0 1 2 1 3.750000000000
3 121.21212303909815 31.28133762539886 329808.75769158324692 3462160.93506765272468 -1.56259632110596 0.00000000000000 0 3 0 1 2 1 3.750000000000
4 121.21212315321206 31.28133257068603 329808.75947400054429 3462160.37455129530281 -1.56429171562195 0.00000000000000 0 3 0 1 2 1 3.750000000000
5 121.21212326056083 31.28132762073114 329808.76080056151841 3462159.82565832044929 -1.56566870212555 0.00000000000000 0 3 0 1 2 1 3.750000000000
6 121.21212340428841 31.28132302654788 329808.76622982940171 3462159.31614828016609 -1.56390726566315 0.00000000000000 0 3 0 1 2 1 3.750000000000
7 121.21212356282639 31.28131851753299 329808.77322216948960 3462158.81605672743171 -1.56172251701355 0.00000000000000 0 3 0 1 2 1 3.750000000000
8 121.21212374926827 31.28131358777750 329808.78211518249009 3462158.26928090956062 -1.55933272838593 0.00000000000000 0 3 0 1 2 1 3.750000000000
9 121.21212393527861 31.28130899511192 329808.79157277068589 3462157.75987386610359 -1.55710411071777 0.00000000000000 0 3 0 1 2 1 3.750000000000
10 121.21212413292439 31.28130440904327 329808.80214997252915 3462157.25118017103523 -1.55487847328186 0.00000000000000 0 3 0 1 2 1 3.750000000000
11 121.21212435515650 31.28129948460357 329808.81446000060532 3462156.70493841078132 -1.55264770984650 0.00000000000000 0 3 0 1 2 1 3.750000000000
12 121.21212454390817 31.28129495474287 329808.82429142913315 3462156.20248937513679 -1.55222117900848 0.00000000000000 0 3 0 1 2 1 3.750000000000
13 121.21212473431562 31.28129042259965 329808.83427639922593 3462155.69978475477546 -1.55181837081909 0.00000000000000 0 3 0 1 2 1 3.750000000000
14 121.21212494122709 31.28128555414080 329808.84522839507554 3462155.15977239515632 -1.55138683319092 0.00000000000000 0 3 0 1 2 1 3.750000000000
15 121.21212513674031 31.28128100675547 329808.85567208251450 3462154.65537023451179 -1.55098307132721 0.00000000000000 0 3 0 1 2 1 3.750000000000
16 121.21212533634561 31.28127641503616 329808.86642571410630 3462154.14604711439461 -1.55057609081268 0.00000000000000 0 3 0 1 2 1 3.750000000000
17 121.21212553545246 31.28127176639314 329808.87702961883042 3462153.63041448500007 -1.55043935775757 0.00000000000000 0 3 0 1 2 1 3.750000000000
18 121.21212571122227 31.28126707675077 329808.88533802947495 3462153.11027288343757 -1.55185747146606 0.00000000000000 0 3 0 1 2 1 3.750000000000
19 121.21212587847671 31.28126239352804 329808.89284726104233 3462152.59085607435554 -1.55328619480133 0.00000000000000 0 3 0 1 2 1 3.750000000000
20 121.21212603914663 31.28125767439121 329808.89966507873032 3462152.06746816542000 -1.55472552776337 0.00000000000000 0 3 0 1 2 1 3.750000000000
