Id Lon Lat heading curvature mode SpeedMode EventMode LaneNum LaneSeq LaneWidth
0 120.77480586265472 31.59277757340054 2.11819529533386 0.15770964324474 10 5 0 0 1 3.00000000000000
1 120.77480290484236 31.59278145485739 2.11836242675781 -0.00098122062627 10 5 0 0 1 3.00000000000000
2 120.77479995326226 31.59278532579951 2.11818742752075 0.00026491019526 10 5 0 0 1 3.00000000000000
3 120.77479705779773 31.59278911517169 2.11775231361389 0.00430190190673 10 5 0 0 1 3.00000000000000
4 120.77479411085338 31.59279294055396 2.11830449104309 -0.00159130105749 10 5 0 0 1 3.00000000000000
5 120.77479118511908 31.59279674152298 2.11908435821533 -0.00452490942553 10 5 0 0 1 3.00000000000000
6 120.77478811004931 31.59280057215889 2.12034845352173 -0.00292780110613 10 5 0 0 1 3.00000000000000
7 120.77478503599869 31.59280461117876 2.12183833122253 -0.00036540030851 10 5 0 0 1 3.00000000000000
8 120.77478200055658 31.59280861461801 2.12360739707947 -0.00790125224739 10 5 0 0 1 3.00000000000000
9 120.77477880405823 31.59281268832520 2.12577533721924 -0.00499750301242 10 5 0 0 1 3.00000000000000
10 120.77477561023946 31.59281668132589 2.12782835960388 -0.00579507043585 10 5 0 0 1 3.00000000000000
11 120.77477235959299 31.59282052290018 2.13231945037842 -0.00660979701206 10 5 0 0 1 3.00000000000000
12 120.77476921130076 31.59282427242355 2.13765835762024 -0.00967187993228 10 5 0 0 1 3.00000000000000
13 120.77476576061305 31.59282824963715 2.14366245269775 -0.01191144157201 10 5 0 0 1 3.00000000000000
14 120.77476233978908 31.59283207594324 2.15161037445068 -0.01353345438838 10 5 0 0 1 3.00000000000000
15 120.77475891516536 31.59283571205474 2.16016936302185 -0.01813982240856 10 5 0 0 1 3.00000000000000
16 120.77475518318511 31.59283956703715 2.17194628715515 -0.02307614684105 10 5 0 0 1 3.00000000000000
17 120.77475150260869 31.59284323446877 2.18594932556152 -0.02741941995919 10 5 0 0 1 3.00000000000000
18 120.77474787135458 31.59284670345560 2.20079636573792 -0.02687517367303 10 5 0 0 1 3.00000000000000
19 120.77474394293915 31.59285039080701 2.21647930145264 -0.02712698467076 10 5 0 0 1 3.00000000000000
20 120.77474009197222 31.59285386887798 2.23138141632080 -0.02807460725307 10 5 0 0 1 3.00000000000000
21 120.77473638064068 31.59285715078144 2.24600338935852 -0.02473646402359 10 5 0 0 1 3.00000000000000
22 120.77473233718106 31.59286059890219 2.26102232933044 -0.02562883310020 10 5 0 0 1 3.00000000000000
23 120.77472843848929 31.59286386947231 2.27604746818542 -0.02775145322084 10 5 0 0 1 3.00000000000000
24 120.77472421220186 31.59286730173103 2.29187631607056 -0.02975663729012 10 5 0 0 1 3.00000000000000
25 120.77471985885188 31.59287068675331 2.30793642997742 -0.02667860314250 10 5 0 0 1 3.00000000000000
26 120.77471567576735 31.59287387837097 2.32301449775696 -0.02888950705528 10 5 0 0 1 3.00000000000000
27 120.77471164675858 31.59287686015125 2.33761334419250 -0.03014225885272 10 5 0 0 1 3.00000000000000
28 120.77470752615058 31.59287979341517 2.35226845741272 -0.02684039622545 10 5 0 0 1 3.00000000000000
29 120.77470308192885 31.59288288418837 2.36731028556824 -0.02964989282191 10 5 0 0 1 3.00000000000000
30 120.77469884536067 31.59288575330618 2.38191246986389 -0.02680497057736 10 5 0 0 1 3.00000000000000
31 120.77469424336731 31.59288872797262 2.39782333374023 -0.02722542360425 10 5 0 0 1 3.00000000000000
32 120.77468986956606 31.59289147694858 2.41214537620544 -0.03043565899134 10 5 0 0 1 3.00000000000000
33 120.77468547055844 31.59289418693977 2.42751145362854 -0.02863107807934 10 5 0 0 1 3.00000000000000
34 120.77468073708151 31.59289698190933 2.44371628761292 -0.02979534678161 10 5 0 0 1 3.00000000000000
35 120.77467624702528 31.59289955115412 2.45786547660828 -0.02843593433499 10 5 0 0 1 3.00000000000000
36 120.77467169845299 31.59290202678133 2.47356629371643 -0.02923327498138 10 5 0 0 1 3.00000000000000
37 120.77466684545085 31.59290460054614 2.48935532569885 -0.03005007468164 10 5 0 0 1 3.00000000000000
38 120.77466226692333 31.59290698987341 2.50406432151794 -0.02756360173225 10 5 0 0 1 3.00000000000000
39 120.77465767386636 31.59290933338236 2.51872634887695 -0.02830543741584 10 5 0 0 1 3.00000000000000
40 120.77465273999306 31.59291173686394 2.53358435630798 -0.02900249883533 10 5 0 0 1 3.00000000000000
