Id Lon Lat heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
0 120.77792339055371 31.58878650472280 -0.93337661027908 0.20753604173660 1 2 0 1 1 1 4.50000000000000
1 120.77792766782572 31.58878373198507 -0.88008862733841 -0.20845074951649 1 2 0 1 1 1 4.50000000000000
2 120.77793280757651 31.58878238751555 -0.76807159185410 -0.27255767583847 1 2 0 1 1 1 4.50000000000000
3 120.77793806369073 31.58878168058594 -0.64911359548569 -0.26464793086052 1 2 0 1 1 1 4.50000000000000
4 120.77794351215363 31.58878157944577 -0.52500963211060 -0.27495706081390 1 2 0 1 1 1 4.50000000000000
5 120.77794896171122 31.58878205297067 -0.39853462576866 -0.27419024705887 1 2 0 1 1 1 4.50000000000000
6 120.77795422534793 31.58878308535387 -0.27476862072945 -0.27221480011940 1 2 0 1 1 1 4.50000000000000
7 120.77795923089444 31.58878463166532 -0.15341861546040 -0.28519538044930 1 2 0 1 1 1 4.50000000000000
8 120.77796414174763 31.58878669944843 -0.02806161157787 -0.27233886718750 1 2 0 1 1 1 4.50000000000000
9 120.77796865069944 31.58878922412138 0.09613038599491 -0.27972906827927 1 2 0 1 1 1 4.50000000000000
10 120.77797269675041 31.58879212150464 0.21507838368416 -0.28177627921104 1 2 0 1 1 1 4.50000000000000
11 120.77797631448823 31.58879542517956 0.33623439073563 -0.28480327129364 1 2 0 1 1 1 4.50000000000000
12 120.77797952163101 31.58879904875212 0.46372237801552 -0.30757907032967 1 2 0 1 1 1 4.50000000000000
