Id Lon Lat heading curvature mode SpeedMode EventMode LaneNum LaneSeq LaneWidth
1,121.20221740364276,31.29272969931234,-0.92945063114166,-0.13719312846661,10,3,0,2,1,3.5
2,121.20222072023148,31.29272606956477,-0.92950063943863,-0.00287553039379,10,3,0,2,1,3.5
3,121.20222405419689,31.29272236501589,-0.92970561981201,0.0016106396215,10,3,0,2,1,3.5
4,121.20222732773557,31.29271876386659,-0.93018358945847,-0.00376654416323,10,3,0,2,1,3.5
5,121.2022305697149,31.29271512621154,-0.93008762598038,-0.00315742590465,10,3,0,2,1,3.5
6,121.20223388505975,31.29271148883117,-0.93024063110352,-0.00367361144163,10,3,0,2,1,3.5
7,121.2022373316799,31.29270769877828,-0.93022358417511,0.00229342398234,10,3,0,2,1,3.5
8,121.20224066236813,31.29270404978976,-0.92977261543274,-0.00112118385732,10,3,0,2,1,3.5
9,121.20224408651283,31.29270038628708,-0.92848461866379,-0.00606862036511,10,3,0,2,1,3.5
10,121.20224742859385,31.29269675459719,-0.92760962247849,0.00328864506446,10,3,0,2,1,3.5
11,121.20225089201298,31.29269306054159,-0.92601960897446,-0.00759334629402,10,3,0,2,1,3.5
12,121.20225427615995,31.29268941239792,-0.92396062612534,-0.00372160086408,10,3,0,2,1,3.5
13,121.20225761628663,31.292685866693,-0.92243260145187,-0.00322837964632,10,3,0,2,1,3.5
14,121.20226125113795,31.29268210293828,-0.92003059387207,-0.00903617683798,10,3,0,2,1,3.5
15,121.20226478199807,31.2926783811369,-0.91821658611298,-0.003778624814,10,3,0,2,1,3.5
16,121.20226829294367,31.29267473678001,-0.91467362642288,-0.00707795890048,10,3,0,2,1,3.5
17,121.20227171674836,31.29267116582153,-0.91288560628891,-0.00430210120976,10,3,0,2,1,3.5
18,121.2022753869018,31.29266737291508,-0.91041558980942,-0.00115951767657,10,3,0,2,1,3.5
19,121.20227893245853,31.29266366680986,-0.90910559892654,-0.0057751336135,10,3,0,2,1,3.5
20,121.20228237720897,31.29266010684992,-0.9078876376152,-0.00080352125224,10,3,0,2,1,3.5
21,121.20228603396123,31.29265629012218,-0.90710061788559,-0.00039327918785,10,3,0,2,1,3.5
22,121.20228959704336,31.29265258280727,-0.90608459711075,-0.00415472406894,10,3,0,2,1,3.5
23,121.20229301674664,31.29264900735026,-0.90548759698868,-0.00194126158021,10,3,0,2,1,3.5
24,121.20229666563739,31.29264521844696,-0.90493261814117,0.00172424502671,10,3,0,2,1,3.5
25,121.20230012790458,31.29264161540486,-0.90420562028885,0.00198973855004,10,3,0,2,1,3.5
26,121.20230375830191,31.29263780219004,-0.90482860803604,-0.00142920855433,10,3,0,2,1,3.5
27,121.20230725480371,31.29263415992138,-0.9046306014061,0.00303723919205,10,3,0,2,1,3.5
28,121.2023109563697,31.29263031671785,-0.90520060062408,0.00027408683673,10,3,0,2,1,3.5
29,121.20231449035047,31.29262664475063,-0.90532660484314,0.00113225635141,10,3,0,2,1,3.5
30,121.20231783992637,31.29262314922102,-0.90490460395813,-0.00412765704095,10,3,0,2,1,3.5
31,121.20232121625882,31.29261964307624,-0.90479463338852,-0.00027984962799,10,3,0,2,1,3.5
32,121.2023247895016,31.29261593629801,-0.90515661239624,-0.00048021753901,10,3,0,2,1,3.5
33,121.20232818915437,31.29261241796451,-0.9049876332283,-0.00061327259755,10,3,0,2,1,3.5
34,121.20233176781383,31.29260870363665,-0.90468263626099,-9.475705883e-05,10,3,0,2,1,3.5
35,121.20233515081088,31.29260517839276,-0.90462958812714,-0.00038836768363,10,3,0,2,1,3.5
36,121.20233874425892,31.29260146445477,-0.9044446349144,-0.00052843656158,10,3,0,2,1,3.5
37,121.20234213726229,31.29259794587949,-0.90462058782578,0.00110703357495,10,3,0,2,1,3.5
38,121.20234570291595,31.29259423505933,-0.90472263097763,-0.0023165284656,10,3,0,2,1,3.5
39,121.20234907063171,31.29259073775076,-0.90514463186264,-0.0011076402152,10,3,0,2,1,3.5
40,121.2023524674212,31.29258724585978,-0.9046066403389,0.00132013682742,10,3,0,2,1,3.5
41,121.20235595271721,31.2925835530785,-0.90578359365463,0.00086198694771,10,3,0,2,1,3.5
42,121.20235961504528,31.29257972220648,-0.90539962053299,-0.00105805299245,10,3,0,2,1,3.5
43,121.20236305697782,31.29257612866601,-0.90644860267639,0.00470159715042,10,3,0,2,1,3.5
44,121.20236664385347,31.29257242789963,-0.90715259313583,-0.00319819315337,10,3,0,2,1,3.5
45,121.2023699854974,31.29256892107874,-0.90732562541962,0.00218056794256,10,3,0,2,1,3.5
46,121.20237346746453,31.29256529753796,-0.90784561634064,0.00211740238592,10,3,0,2,1,3.5
47,121.20237708066475,31.29256152740452,-0.90912562608719,0.00174931902438,10,3,0,2,1,3.5
48,121.20238046399571,31.29255796263955,-0.91053861379623,0.00426136236638,10,3,0,2,1,3.5
49,121.20238398548759,31.29255424921162,-0.91152662038803,0.00438569346443,10,3,0,2,1,3.5
50,121.20238758148597,31.29255039572484,-0.91364163160324,0.0023599404376,10,3,0,2,1,3.5
51,121.20239095786863,31.29254672969125,-0.9153795838356,0.00484177051112,10,3,0,2,1,3.5
52,121.20239444249606,31.29254295145391,-0.91708159446716,0.00791789684445,10,3,0,2,1,3.5
53,121.20239768903771,31.29253938078446,-0.91973263025284,0.00572329154238,10,3,0,2,1,3.5
54,121.20240102444633,31.29253569162753,-0.92292660474777,0.00214238767512,10,3,0,2,1,3.5
55,121.2024044268814,31.29253188692826,-0.92575860023499,0.00893703848124,10,3,0,2,1,3.5
