Id Lon Lat heading curvature mode SpeedMode EventMode OppositeSideMode LaneNum LaneSeq LaneWidth
0 120.77924554193547 31.59114485519795 -2.63344597816467 0.00182188395411 10 3 0 0 3 2 3.50000000000000
1 120.77924090809626 31.59114253547015 -2.63400292396545 -0.00176409806591 10 3 0 0 3 2 3.50000000000000
2 120.77923633790952 31.59114023177797 -2.63489294052124 0.00966316275299 10 3 0 0 3 2 3.50000000000000
3 120.77923167072473 31.59113788678638 -2.63514399528503 -0.00074017932639 10 3 0 0 3 2 3.50000000000000
4 120.77922711187406 31.59113558968026 -2.63538503646851 0.00337965786457 10 3 0 0 3 2 3.50000000000000
5 120.77922253576386 31.59113326165422 -2.63574481010437 -0.00138423347380 10 3 0 0 3 2 3.50000000000000
6 120.77921789911689 31.59113092042960 -2.63578081130981 0.00815617479384 10 3 0 0 3 2 3.50000000000000
7 120.77921332153858 31.59112860986938 -2.63696002960205 -0.00759906554595 10 3 0 0 3 2 3.50000000000000
8 120.77920862457562 31.59112623948090 -2.63702702522278 0.00349214603193 10 3 0 0 3 2 3.50000000000000
9 120.77920405287043 31.59112397354203 -2.63865995407104 -0.00013137726637 10 3 0 0 3 2 3.50000000000000
10 120.77919942356512 31.59112166998577 -2.64068984985352 0.00563975982368 10 3 0 0 3 2 3.50000000000000
11 120.77919459586195 31.59111935525335 -2.64432001113892 0.00669408263639 10 3 0 0 3 2 3.50000000000000
12 120.77918991412581 31.59111718004774 -2.64918899536133 0.01147509273142 10 3 0 0 3 2 3.50000000000000
13 120.77918518677569 31.59111504289802 -2.65637993812561 0.01729851774871 10 3 0 0 3 2 3.50000000000000
14 120.77918030311427 31.59111297757705 -2.66673088073730 0.02426193840802 10 3 0 0 3 2 3.50000000000000
15 120.77917547059138 31.59111102188470 -2.67845702171326 0.02665618248284 10 3 0 0 3 2 3.50000000000000
16 120.77917047148833 31.59110906899523 -2.69145703315735 0.03379054367542 10 3 0 0 3 2 3.50000000000000
17 120.77916538333071 31.59110719567310 -2.70708584785461 0.02969056554139 10 3 0 0 3 2 3.50000000000000
18 120.77916034792884 31.59110546321887 -2.72396183013916 0.03354332968593 10 3 0 0 3 2 3.50000000000000
19 120.77915538200391 31.59110390090175 -2.74320983886719 0.03678867593408 10 3 0 0 3 2 3.50000000000000
20 120.77915012110628 31.59110241838696 -2.76706099510193 0.05377509444952 10 3 0 0 3 2 3.50000000000000
21 120.77914501667117 31.59110119561535 -2.79427599906921 0.06119284778833 10 3 0 0 3 2 3.50000000000000
22 120.77913975771968 31.59110014379533 -2.82545781135559 0.06475661695004 10 3 0 0 3 2 3.50000000000000
23 120.77913452836009 31.59109933312894 -2.86002087593079 0.07383316755295 10 3 0 0 3 2 3.50000000000000
